code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	6468422	4658258	1870098
DE-BY	7718126	5568783	2206994
DE-BE	2115582	1494991	634501
DE-BB	1392053	957714	445464
DE-HB	438168	302880	143104
DE-HH	1048037	754178	300867
DE-HE	3619378	2682468	956426
DE-MV	973364	705128	275499
DE-NI	4638788	3457836	1239135
DE-NW	11022616	8146704	2956421
DE-RP	2417067	1671233	758190
DE-SL	648278	454504	196859
DE-SN	2330542	1511130	835101
DE-ST	1251499	894078	370718
DE-SH	1771106	1227164	562006
DE-TH	1259571	859030	406566
